"protein"	"exposure"	"outcome"	"method"	"b"	"se"	"p"	"nsnp"	"test_set"
"Gal-3_CVDI"	"Gal-3"	"BMI"	"Wald ratio"	0.0190380761523046	0.00584502338009352	0.00112539778705037	1	"cis"
"HB-EGF_CVDI"	"HB-EGF"	"BMI"	"Wald ratio"	0.0172395887423408	0.0204590300135009	0.399430040151709	1	"cis"
"HGF_CVDI"	"HGF"	"BMI"	"Wald ratio"	-0.00699300699300699	0.0164835164835165	0.671389024011197	1	"cis"
"HSP_27_CVDI"	"HSP_27"	"BMI"	"Wald ratio"	0.00437445319335083	0.00583260425780111	0.453254704753736	1	"cis"
"IL-18_CVDI"	"IL-18"	"BMI"	"Wald ratio"	-0.0169491525423729	0.0100778744846541	0.0926041019439463	1	"cis"
"IL-1ra_CVDI"	"IL-1ra"	"BMI"	"Wald ratio"	0.00245098039215686	0.00833333333333333	0.768668006560809	1	"cis"
"IL-27_CVDI"	"IL-27"	"BMI"	"Wald ratio"	0.00207745956373349	0.00281940940792402	0.461218374590665	1	"cis"
"IL-6RA_CVDI"	"IL-6RA"	"BMI"	"Wald ratio"	0.00167469122880469	0.00198869583420557	0.399729035501385	1	"cis"
"IL-8_CVDI"	"IL-8"	"BMI"	"Wald ratio"	0	0.0202558635394456	1	1	"cis"
"IL16_CVDI"	"IL16"	"BMI"	"Wald ratio"	0.00511108793157401	0.00312923750912694	0.102398909834216	1	"cis"
"KIM-1_CVDI"	"KIM-1"	"BMI"	"Wald ratio"	0.0043613707165109	0.00353063343717549	0.216721062179052	1	"cis"
"KLK6_CVDI"	"KLK6"	"BMI"	"Wald ratio"	0.0158394931362196	0.0105596620908131	0.133614402537716	1	"cis"
"LEP_CVDI"	"LEP"	"BMI"	"Wald ratio"	0.0026281208935611	0.0236530880420499	0.911528237909377	1	"cis"
"LOX-1_CVDI"	"LOX-1"	"BMI"	"Wald ratio"	-0.0272045028142589	0.0206378986866792	0.187442790475691	1	"cis"
"MCP-1_CVDI"	"MCP-1"	"BMI"	"Wald ratio"	0.00950871632329635	0.0316957210776545	0.764177155622095	1	"cis"
"MMP-1_CVDI"	"MMP-1"	"BMI"	"Wald ratio"	0.00783216783216783	0.00559440559440559	0.161513318467542	1	"cis"
"MMP-10_CVDI"	"MMP-10"	"BMI"	"Wald ratio"	-0.00762681802057467	0.0060305072720823	0.205976780516933	1	"cis"
"MMP-12_CVDI"	"MMP-12"	"BMI"	"Wald ratio"	0.00235017626321974	0.00378639509074292	0.534803837189754	1	"cis"
"MMP-3_CVDI"	"MMP-3"	"BMI"	"Wald ratio"	-0.00870466321243523	0.00393782383419689	0.0270686562256399	1	"cis"
"MMP-7_CVDI"	"MMP-7"	"BMI"	"Wald ratio"	0.0100286532951289	0.00662607449856734	0.130149271197461	1	"cis"
"MPO_CVDI"	"MPO"	"BMI"	"Wald ratio"	-0.00744558991981672	0.0123138602520046	0.545410804136332	1	"cis"
"NT-pro_BNP_CVDI"	"NT-pro_BNP"	"BMI"	"Wald ratio"	0.0230914231856739	0.00801131008482564	0.00394717335628349	1	"cis"
"OPG_CVDI"	"OPG"	"BMI"	"Wald ratio"	-0.00174216027874564	0.0110336817653891	0.874539745432806	1	"cis"
"PAPPA_CVDI"	"PAPPA"	"BMI"	"Wald ratio"	0.0234042553191489	0.0223404255319149	0.294814158063054	1	"cis"
"PAR-1_CVDI"	"PAR-1"	"BMI"	"Wald ratio"	0.0138549307253464	0.0138549307253464	0.317310507862914	1	"cis"
"PSGL-1_CVDI"	"PSGL-1"	"BMI"	"Wald ratio"	5.77567286588888e-05	0.0041007277347811	0.988762560820416	1	"cis"
"PTX3_CVDI"	"PTX3"	"BMI"	"Wald ratio"	-0.0193986420950533	0.0184287099903007	0.292509878183886	1	"cis"
"PlGF_CVDI"	"PlGF"	"BMI"	"Wald ratio"	0.0382941688424717	0.0165361183637946	0.0205697662542228	1	"cis"
"RAGE_CVDI"	"RAGE"	"BMI"	"Wald ratio"	-0.0752182672934856	0.0120886501007388	4.90162101479737e-10	1	"cis"
"REN_CVDI"	"REN"	"BMI"	"Wald ratio"	-0.00286960514233242	0.0129706152433425	0.824906392167609	1	"cis"
"RETN_CVDI"	"RETN"	"BMI"	"Wald ratio"	0.00465679426282947	0.00968613206668529	0.63068052093282	1	"cis"
"SCF_CVDI"	"SCF"	"BMI"	"Wald ratio"	0.0401146131805158	0.0257879656160458	0.119813814205544	1	"cis"
"SELE_CVDI"	"SELE"	"BMI"	"Wald ratio"	0.0256653992395437	0.0190114068441065	0.177015982874804	1	"cis"
"SIRT2_CVDI"	"SIRT2"	"BMI"	"Wald ratio"	0.0163006177076184	0.0171585449553878	0.342112252616964	1	"cis"
"SPON1_CVDI"	"SPON1"	"BMI"	"Wald ratio"	0.00436681222707424	0.00698689956331878	0.531971058097401	1	"cis"
"ST2_CVDI"	"ST2"	"BMI"	"Wald ratio"	0.00821323415465675	0.00294436696110336	0.00527937866963232	1	"cis"
"TF_CVDI"	"TF"	"BMI"	"Wald ratio"	-0.00869565217391304	0.00978260869565217	0.374062797490882	1	"cis"
"TIE2_CVDI"	"TIE2"	"BMI"	"Wald ratio"	-0.00354566572930676	0.00550189509720015	0.519287272066116	1	"cis"
"TM_CVDI"	"TM"	"BMI"	"Wald ratio"	0.00199501246882793	0.00598503740648379	0.738882680363527	1	"cis"
"TNF-R1_CVDI"	"TNF-R1"	"BMI"	"Wald ratio"	0.00628033114473309	0.0202683414216386	0.756668064709294	1	"cis"
"TNF-R2_CVDI"	"TNF-R2"	"BMI"	"Wald ratio"	-0.0103778605641299	0.0119744544970729	0.386124674283814	1	"cis"
"TNFSF14_CVDI"	"TNFSF14"	"BMI"	"Wald ratio"	-0.0060307887636883	0.0060307887636883	0.317310507862914	1	"cis"
"TRAIL_CVDI"	"TRAIL"	"BMI"	"Wald ratio"	0.0169923534409516	0.0106202209005947	0.109598583399116	1	"cis"
"TRAIL-R2_CVDI"	"TRAIL-R2"	"BMI"	"Wald ratio"	-0.00845803513337671	0.00683148991541965	0.215680749361015	1	"cis"
"TRANCE_CVDI"	"TRANCE"	"BMI"	"Wald ratio"	0.0298013245033113	0.0157284768211921	0.0581272742106314	1	"cis"
"U-PAR_CVDI"	"U-PAR"	"BMI"	"Wald ratio"	0.0311418685121107	0.015916955017301	0.050403724117291	1	"cis"
"VEGF-A_CVDI"	"VEGF-A"	"BMI"	"Wald ratio"	-0.0114452423698384	0.00381508078994614	0.00269979606326019	1	"cis"
"hK11_CVDI"	"hK11"	"BMI"	"Wald ratio"	-0.00442253316899877	0.00406003045022838	0.276027910507894	1	"cis"
