"protein"	"exposure"	"outcome"	"method"	"b"	"se"	"p"	"nsnp"	"test_set"
"MB_CVDI"	"MB"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0307099122941508	0.192852677622676	0.873479578412093	2	"pan"
"MCP-1_CVDI"	"MCP-1"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0533984507049593	0.0524021517142307	0.30819700430432	4	"pan"
"MMP-1_CVDI"	"MMP-1"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0253885403154773	0.033659127205922	0.450678721764899	4	"pan"
"MMP-10_CVDI"	"MMP-10"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0120316076469747	0.0647102660602302	0.852499317933604	2	"pan"
"MMP-12_CVDI"	"MMP-12"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.00294399298753557	0.018044957806765	0.870402160086772	2	"pan"
"MMP-3_CVDI"	"MMP-3"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0437407575646729	0.0205032217120506	0.0328951877579047	3	"pan"
"MMP-7_CVDI"	"MMP-7"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0458389008027071	0.0363839229605169	0.207717375394288	3	"pan"
"MPO_CVDI"	"MPO"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0195331149603263	0.0434723530614991	0.653198886330008	9	"pan"
"NT-pro_BNP_CVDI"	"NT-pro_BNP"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0553210670819162	0.0491742818505921	0.260589034273618	1	"pan"
"OPG_CVDI"	"OPG"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0523158601937737	0.0441681696738655	0.236227170132836	5	"pan"
"PAPPA_CVDI"	"PAPPA"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0452772033746281	0.0463439955119074	0.328578555631176	11	"pan"
"PAR-1_CVDI"	"PAR-1"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0844822417367693	0.0648357722061088	0.192568282005408	2	"pan"
"PDGF_subunit_B_CVDI"	"PDGF_subunit_B"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0487651931935744	0.0466910719048124	0.296290085514892	6	"pan"
"PECAM-1_CVDI"	"PECAM-1"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0371940120033416	0.0414784699879237	0.369875572431987	2	"pan"
"PSGL-1_CVDI"	"PSGL-1"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0226655205165317	0.0219835866107708	0.302531375974745	5	"pan"
"PTX3_CVDI"	"PTX3"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0375557424009583	0.0335601807803104	0.26311598570841	4	"pan"
"PlGF_CVDI"	"PlGF"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0704276680758809	0.0673435549029888	0.295654901037646	2	"pan"
"RAGE_CVDI"	"RAGE"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0451993851871364	0.0648336087835827	0.485702798946034	9	"pan"
"REN_CVDI"	"REN"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0503787350955756	0.146285559671454	0.730555829259583	2	"pan"
"RETN_CVDI"	"RETN"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.05880343062729	0.0591280479671386	0.319974675255479	7	"pan"
"SCF_CVDI"	"SCF"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0091353045427835	0.0324108717637436	0.778051424271296	13	"pan"
"SELE_CVDI"	"SELE"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0194961270660584	0.0137867216080252	0.157325643209957	8	"pan"
"SPON1_CVDI"	"SPON1"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.00759445604708563	0.0417695082589709	0.855725415320072	1	"pan"
"ST2_CVDI"	"ST2"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.00980433021933463	0.0156177475191852	0.530155592247631	5	"pan"
"TF_CVDI"	"TF"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0591756265805018	0.0339688315722987	0.0814985441500766	4	"pan"
"TIE2_CVDI"	"TIE2"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0113449328506923	0.0218573943897457	0.603730586742944	5	"pan"
"TM_CVDI"	"TM"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0704441786411656	0.0395997972281144	0.0752557467240377	4	"pan"
"TNF-R1_CVDI"	"TNF-R1"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0396642595807434	0.0810729554129721	0.624670685932328	3	"pan"
"TNF-R2_CVDI"	"TNF-R2"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.25494857919065	0.108951936252297	0.019283243070405	5	"pan"
"TNFSF14_CVDI"	"TNFSF14"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0634819869861927	0.0351911014814764	0.0712436032150303	1	"pan"
"TRAIL_CVDI"	"TRAIL"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0131103748528668	0.0301388191630092	0.663562703992798	7	"pan"
"TRAIL-R2_CVDI"	"TRAIL-R2"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0330219692255383	0.0335063534723225	0.324357170050801	2	"pan"
"TRANCE_CVDI"	"TRANCE"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.00570637912623562	0.0361460691315442	0.874559255716729	7	"pan"
"U-PAR_CVDI"	"U-PAR"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0317762870964375	0.0460645915824319	0.490307245989001	6	"pan"
"VEGF-A_CVDI"	"VEGF-A"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0123608914656341	0.0197366043321607	0.531122965317375	4	"pan"
"VEGF-D_CVDI"	"VEGF-D"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0117060032923671	0.0424379395265061	0.78267237032336	4	"pan"
"hK11_CVDI"	"hK11"	"eGFR (cystatin C)"	"Inverse variance weighted"	0.0131077757190338	0.0417939141294551	0.753802972568321	2	"pan"
"mAmP_CVDI"	"mAmP"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.0268083558590411	0.0375175796218548	0.474884359972463	4	"pan"
"t-PA_CVDI"	"t-PA"	"eGFR (cystatin C)"	"Inverse variance weighted"	-0.00686932413085768	0.102939812927815	0.946795487722443	2	"pan"
