"protein"	"exposure"	"outcome"	"method"	"b"	"se"	"p"	"nsnp"	"test_set"
"MMP-12_CVDI"	"MMP-12"	"Total cholesterol"	"Inverse variance weighted"	0.000781555295037124	0.00963918197212453	0.93537747125395	1	"pan"
"MMP-3_CVDI"	"MMP-3"	"Total cholesterol"	"Inverse variance weighted"	0.0235441782620186	0.029536349550761	0.425378131121048	2	"pan"
"MMP-7_CVDI"	"MMP-7"	"Total cholesterol"	"Inverse variance weighted"	-0.0101502477524366	0.0239095222840752	0.671181214176992	2	"pan"
"MPO_CVDI"	"MPO"	"Total cholesterol"	"Inverse variance weighted"	0.0410753914333296	0.0590134744963046	0.486407465993956	8	"pan"
"NT-pro_BNP_CVDI"	"NT-pro_BNP"	"Total cholesterol"	"Inverse variance weighted"	0.0325164938737041	0.0254476908576814	0.201327791983001	1	"pan"
"OPG_CVDI"	"OPG"	"Total cholesterol"	"Inverse variance weighted"	-0.0080346769034928	0.0282819218224407	0.77633962913296	2	"pan"
"PAPPA_CVDI"	"PAPPA"	"Total cholesterol"	"Inverse variance weighted"	-0.0148717306772989	0.0478765958497057	0.756084717558153	8	"pan"
"PAR-1_CVDI"	"PAR-1"	"Total cholesterol"	"Inverse variance weighted"	0.0400457027279892	0.0772140958333486	0.604017373465368	2	"pan"
"PDGF_subunit_B_CVDI"	"PDGF_subunit_B"	"Total cholesterol"	"Inverse variance weighted"	0.0358516254490209	0.0350420203523068	0.306258753365733	5	"pan"
"PECAM-1_CVDI"	"PECAM-1"	"Total cholesterol"	"Inverse variance weighted"	-0.143385373870173	0.0129416598192276	1.57988919681878e-28	1	"pan"
"PSGL-1_CVDI"	"PSGL-1"	"Total cholesterol"	"Inverse variance weighted"	-0.00995025942398107	0.0117022998004171	0.395168105678116	3	"pan"
"PTX3_CVDI"	"PTX3"	"Total cholesterol"	"Inverse variance weighted"	-0.0108760765342112	0.0211397831024718	0.606913764165336	4	"pan"
"PlGF_CVDI"	"PlGF"	"Total cholesterol"	"Inverse variance weighted"	-0.0400484841465689	0.0362286501138233	0.268970352263799	2	"pan"
"RAGE_CVDI"	"RAGE"	"Total cholesterol"	"Inverse variance weighted"	0.0682330239436232	0.0331010231794577	0.0392689994218759	9	"pan"
"REN_CVDI"	"REN"	"Total cholesterol"	"Inverse variance weighted"	-0.310969116080937	0.0798722044728434	9.88761416366081e-05	1	"pan"
"RETN_CVDI"	"RETN"	"Total cholesterol"	"Inverse variance weighted"	-0.0640913186496318	0.0475858609199371	0.178026504109472	7	"pan"
"SCF_CVDI"	"SCF"	"Total cholesterol"	"Inverse variance weighted"	-0.00373510732006005	0.125050000272658	0.976171600264644	11	"pan"
"SELE_CVDI"	"SELE"	"Total cholesterol"	"Inverse variance weighted"	-0.049976447922429	0.110975630016266	0.652467362307173	5	"pan"
"SPON1_CVDI"	"SPON1"	"Total cholesterol"	"Inverse variance weighted"	0.0248908296943231	0.0152838427947598	0.103403776769015	1	"pan"
"ST2_CVDI"	"ST2"	"Total cholesterol"	"Inverse variance weighted"	-0.0151795685570913	0.0632295885581391	0.810275485214044	4	"pan"
"TF_CVDI"	"TF"	"Total cholesterol"	"Inverse variance weighted"	-0.155893196826222	0.0712999259439738	0.0287832384193268	4	"pan"
"TIE2_CVDI"	"TIE2"	"Total cholesterol"	"Inverse variance weighted"	-0.0136733847752927	0.00853815162796758	0.1092782748567	5	"pan"
"TM_CVDI"	"TM"	"Total cholesterol"	"Inverse variance weighted"	0.0320041437847263	0.104141435302102	0.758604214337091	2	"pan"
"TNF-R1_CVDI"	"TNF-R1"	"Total cholesterol"	"Inverse variance weighted"	0.0833788255013347	0.116233951445474	0.473166652136054	2	"pan"
"TNF-R2_CVDI"	"TNF-R2"	"Total cholesterol"	"Inverse variance weighted"	-0.125278532476141	0.0983125580178961	0.202561297296255	4	"pan"
"TNFSF14_CVDI"	"TNFSF14"	"Total cholesterol"	"Inverse variance weighted"	0.00634819869861927	0.0196794159657197	0.747012853671546	1	"pan"
"TRAIL_CVDI"	"TRAIL"	"Total cholesterol"	"Inverse variance weighted"	0.0108703128080506	0.0495247736604433	0.82626647778646	5	"pan"
"TRANCE_CVDI"	"TRANCE"	"Total cholesterol"	"Inverse variance weighted"	-0.0168366275598255	0.0226495763772383	0.457268071441933	3	"pan"
"U-PAR_CVDI"	"U-PAR"	"Total cholesterol"	"Inverse variance weighted"	-0.0378323843954972	0.0570469363552584	0.507215311057813	6	"pan"
"VEGF-A_CVDI"	"VEGF-A"	"Total cholesterol"	"Inverse variance weighted"	0.00768588021611231	0.0204639114356622	0.707227549905614	4	"pan"
"VEGF-D_CVDI"	"VEGF-D"	"Total cholesterol"	"Inverse variance weighted"	-0.0318568311866092	0.0398604872313527	0.424169655296872	3	"pan"
"mAmP_CVDI"	"mAmP"	"Total cholesterol"	"Inverse variance weighted"	0.151846440620057	0.177455926682975	0.392171833618852	2	"pan"
"t-PA_CVDI"	"t-PA"	"Total cholesterol"	"Inverse variance weighted"	0.023394324242386	0.078652761067156	0.766132094157416	2	"pan"
