"protein"	"exposure"	"outcome"	"method"	"b"	"se"	"p"	"nsnp"	"test_set"
"MMP-12_CVDI"	"MMP-12"	"Major depressive disorder"	"Inverse variance weighted"	0.012787520619709	0.033628995873585	0.703757751603007	2	"pan"
"MMP-3_CVDI"	"MMP-3"	"Major depressive disorder"	"Inverse variance weighted"	0.005534005692374	0.0235303010364423	0.81406409747555	3	"pan"
"MMP-7_CVDI"	"MMP-7"	"Major depressive disorder"	"Inverse variance weighted"	0.0471184120652202	0.0388370217069652	0.225040202364586	3	"pan"
"MPO_CVDI"	"MPO"	"Major depressive disorder"	"Inverse variance weighted"	-0.0219398487192256	0.0651013600387554	0.736108905809218	10	"pan"
"NT-pro_BNP_CVDI"	"NT-pro_BNP"	"Major depressive disorder"	"Inverse variance weighted"	0.0108513150927218	0.0377002827521206	0.773476004804909	1	"pan"
"OPG_CVDI"	"OPG"	"Major depressive disorder"	"Inverse variance weighted"	-0.0391152394467457	0.0433525601065299	0.366919276305419	5	"pan"
"PAPPA_CVDI"	"PAPPA"	"Major depressive disorder"	"Inverse variance weighted"	0.0325334707905692	0.0253360631809318	0.199114810537322	11	"pan"
"PAR-1_CVDI"	"PAR-1"	"Major depressive disorder"	"Inverse variance weighted"	-0.0317459445084287	0.0787052623961402	0.686689110440231	2	"pan"
"PDGF_subunit_B_CVDI"	"PDGF_subunit_B"	"Major depressive disorder"	"Inverse variance weighted"	-0.0289457181471204	0.0472765638775355	0.540363383169767	6	"pan"
"PECAM-1_CVDI"	"PECAM-1"	"Major depressive disorder"	"Inverse variance weighted"	0.0290282555674959	0.0339654133251801	0.392749584005149	2	"pan"
"PSGL-1_CVDI"	"PSGL-1"	"Major depressive disorder"	"Inverse variance weighted"	0.0102765005384668	0.0171288536150511	0.548537814860087	6	"pan"
"PTX3_CVDI"	"PTX3"	"Major depressive disorder"	"Inverse variance weighted"	0.011125456691965	0.0322705627099154	0.73027812697783	4	"pan"
"PlGF_CVDI"	"PlGF"	"Major depressive disorder"	"Inverse variance weighted"	-0.0308424973860983	0.0558599789546681	0.580852823480162	2	"pan"
"RAGE_CVDI"	"RAGE"	"Major depressive disorder"	"Inverse variance weighted"	0.0479621180103958	0.0656725200994869	0.465193087898891	11	"pan"
"REN_CVDI"	"REN"	"Major depressive disorder"	"Inverse variance weighted"	-0.037956550855071	0.0680910785980227	0.577228246890378	2	"pan"
"RETN_CVDI"	"RETN"	"Major depressive disorder"	"Inverse variance weighted"	-0.0278516780266515	0.0419797720260732	0.507039368115765	8	"pan"
"SCF_CVDI"	"SCF"	"Major depressive disorder"	"Inverse variance weighted"	0.0444817334603913	0.0219830850303251	0.0430264922266125	13	"pan"
"SELE_CVDI"	"SELE"	"Major depressive disorder"	"Inverse variance weighted"	0.00803279391679684	0.0114347022554511	0.482372004136375	8	"pan"
"SIRT2_CVDI"	"SIRT2"	"Major depressive disorder"	"Inverse variance weighted"	0.0135571926840379	0.0880233356211393	0.877595412393776	1	"pan"
"SPON1_CVDI"	"SPON1"	"Major depressive disorder"	"Inverse variance weighted"	0.0371003883024643	0.0344978165938865	0.282177049457416	1	"pan"
"ST2_CVDI"	"ST2"	"Major depressive disorder"	"Inverse variance weighted"	0.00513832391974427	0.0157165802086507	0.743715904352802	6	"pan"
"TF_CVDI"	"TF"	"Major depressive disorder"	"Inverse variance weighted"	0.0131704408581922	0.0270646385565208	0.626521193536642	4	"pan"
"TIE2_CVDI"	"TIE2"	"Major depressive disorder"	"Inverse variance weighted"	0.0056027076687981	0.015086171596042	0.710354260099721	6	"pan"
"TM_CVDI"	"TM"	"Major depressive disorder"	"Inverse variance weighted"	-0.0236972780895532	0.0215093284691109	0.270583000174872	4	"pan"
"TNF-R1_CVDI"	"TNF-R1"	"Major depressive disorder"	"Inverse variance weighted"	0.0349072242898183	0.0719822336056441	0.627717331200865	3	"pan"
"TNF-R2_CVDI"	"TNF-R2"	"Major depressive disorder"	"Inverse variance weighted"	0.0221221207728228	0.0535078591834408	0.679286580542317	5	"pan"
"TNFSF14_CVDI"	"TNFSF14"	"Major depressive disorder"	"Inverse variance weighted"	-0.008736423796929	0.0274559593715283	0.750334958698204	1	"pan"
"TRAIL_CVDI"	"TRAIL"	"Major depressive disorder"	"Inverse variance weighted"	0.0176301246416837	0.0294135846460026	0.548914744664915	7	"pan"
"TRAIL-R2_CVDI"	"TRAIL-R2"	"Major depressive disorder"	"Inverse variance weighted"	-0.0166167206718029	0.0388991440324028	0.669252265504891	3	"pan"
"TRANCE_CVDI"	"TRANCE"	"Major depressive disorder"	"Inverse variance weighted"	-0.0259550215465364	0.0251520421822181	0.302107245625772	7	"pan"
"U-PAR_CVDI"	"U-PAR"	"Major depressive disorder"	"Inverse variance weighted"	-0.00944682522291158	0.0461583660407761	0.837836859634077	6	"pan"
"VEGF-A_CVDI"	"VEGF-A"	"Major depressive disorder"	"Inverse variance weighted"	-0.00537922492124923	0.0175896089488553	0.759742967599731	4	"pan"
"VEGF-D_CVDI"	"VEGF-D"	"Major depressive disorder"	"Inverse variance weighted"	0.0465930584570845	0.0340076603778559	0.170663370063069	4	"pan"
"hK11_CVDI"	"hK11"	"Major depressive disorder"	"Inverse variance weighted"	-0.0221889459077996	0.0190484377306985	0.244071783376375	2	"pan"
"mAmP_CVDI"	"mAmP"	"Major depressive disorder"	"Inverse variance weighted"	-0.00490683919856337	0.0289596622824559	0.865452897971993	4	"pan"
"t-PA_CVDI"	"t-PA"	"Major depressive disorder"	"Inverse variance weighted"	0.112822547640732	0.0871671624466352	0.195553540678626	2	"pan"
